laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Touchscreen,Ips,Storage
439,MSI,MSI Gaming 439,Gaming,16.7,"16.7"" 3840x2160",AMD Ryzen 3,64,4GB,NVIDIA GeForce RTX 3060,Windows 10,3.76,1617,Yes,Yes,Hybrid
440,Samsung,Samsung Ultrabook 440,Gaming,16.2,"16.2"" 3840x2160",AMD Ryzen 9,32,64GB,NVIDIA GeForce RTX 3050,Windows 10,2.73,2348,Yes,No,HDD
441,Apple,Apple Notebook 441,Workstation,15.1,"15.1"" 2560x1440",Intel Core i7,16,64GB,NVIDIA GeForce RTX 3070,macOS,2.69,3424,No,No,HDD
442,Microsoft,Microsoft Notebook 442,Workstation,15.3,"15.3"" 2560x1440",Intel Core i7,32,8GB,Intel Iris Xe Graphics,Windows 10,2.49,1577,No,No,Hybrid
443,Samsung,Samsung Gaming 443,Ultrabook,13.7,"13.7"" 1920x1080",Intel Core i3,4,1TB,Intel Iris Xe Graphics,Linux,1.48,422,Yes,Yes,HDD
444,Microsoft,Microsoft Notebook 444,Netbook,17.1,"17.1"" 1920x1080",Intel Core i5,4,1TB,NVIDIA GeForce RTX 3080,Windows 10,1.83,893,No,No,Hybrid
445,Razer,Razer Workstation 445,Gaming,15.5,"15.5"" 2560x1440",AMD Ryzen 5,16,8GB,AMD Radeon RX 6800M,Windows 10,3.51,1895,Yes,Yes,Hybrid
446,Asus,Asus Notebook 446,Ultrabook,12.4,"12.4"" 1366x768",Intel Core i7,8,16GB,NVIDIA GeForce GTX 1660,Windows 10,1.46,1019,No,Yes,HDD
447,Apple,Apple Workstation 447,Notebook,16.1,"16.1"" 3840x2160",Intel Core i7,4,2TB,AMD Radeon RX 6800M,macOS,2.29,1213,No,Yes,Hybrid
448,Samsung,Samsung Notebook 448,Netbook,11.3,"11.3"" 1920x1080",AMD Ryzen 9,8,8GB,AMD Radeon RX 6700M,macOS,1.22,819,No,Yes,Hybrid
449,MSI,MSI Ultrabook 449,Notebook,12.9,"12.9"" 1366x768",Intel Core i7,16,512GB,Intel HD Graphics,Linux,1.36,617,No,Yes,SSD
450,Apple,Apple 2 in 1 Convertible 450,Notebook,12.4,"12.4"" 1920x1080",Intel Core i5,16,8GB,AMD Radeon RX 6700M,macOS,1.15,1622,No,Yes,HDD
451,HP,HP 2 in 1 Convertible 451,Netbook,11.4,"11.4"" 2560x1440",Intel Core i5,16,32GB,AMD Radeon RX 6800M,Windows 11,2.86,638,No,No,HDD
452,Razer,Razer 2 in 1 Convertible 452,Ultrabook,12.5,"12.5"" 1920x1080",Intel Core i5,32,1TB,AMD Radeon RX 6700M,Windows 11,0.88,1863,No,No,SSD
453,Samsung,Samsung Workstation 453,Notebook,15.4,"15.4"" 2560x1440",Intel Core i7,8,64GB,Intel HD Graphics,Chrome OS,2.24,478,Yes,No,HDD
454,Lenovo,Lenovo Gaming 454,Ultrabook,13.3,"13.3"" 1366x768",AMD Ryzen 3,8,512GB,Intel Iris Xe Graphics,Windows 11,0.91,430,Yes,No,SSD
455,Asus,Asus Notebook 455,Notebook,15.4,"15.4"" 3840x2160",AMD Ryzen 5,16,8GB,AMD Radeon RX 6800M,Windows 11,2.25,983,No,Yes,Hybrid
456,Dell,Dell Gaming 456,Workstation,15.5,"15.5"" 1920x1080",Intel Core i5,64,512GB,AMD Radeon RX 6600M,Windows 10,2.35,1668,Yes,Yes,HDD
457,Huawei,Huawei Ultrabook 457,Gaming,15.1,"15.1"" 1920x1080",AMD Ryzen 9,32,64GB,NVIDIA GeForce RTX 3050,Chrome OS,3.16,1471,No,Yes,HDD
458,Asus,Asus Notebook 458,2 in 1 Convertible,15.0,"15.0"" 3840x2160",Intel Core i3,32,256GB,NVIDIA GeForce RTX 3080,Windows 10,2.05,1390,Yes,Yes,SSD
459,Dell,Dell Gaming 459,Gaming,15.8,"15.8"" 2560x1440",AMD Ryzen 9,16,128GB,Intel Iris Xe Graphics,Linux,2.09,1098,Yes,Yes,Hybrid
460,Razer,Razer Netbook 460,Notebook,11.1,"11.1"" 1920x1080",Intel Core i7,8,4GB,AMD Radeon RX 6800M,macOS,2.28,1262,No,Yes,Hybrid
461,Dell,Dell Netbook 461,Workstation,15.8,"15.8"" 2560x1440",Intel Core i5,128,64GB,NVIDIA GeForce GTX 1650,Linux,1.04,2079,Yes,Yes,SSD
462,LG,LG 2 in 1 Convertible 462,Gaming,15.9,"15.9"" 2560x1440",AMD Ryzen 3,16,128GB,AMD Radeon RX 6600M,macOS,3.31,1036,Yes,Yes,SSD
463,Samsung,Samsung Ultrabook 463,Gaming,16.3,"16.3"" 2560x1440",AMD Ryzen 3,8,128GB,AMD Radeon RX 5500M,Windows 10,3.15,532,No,No,Hybrid
464,LG,LG Workstation 464,2 in 1 Convertible,14.7,"14.7"" 1920x1080",AMD Ryzen 5,32,64GB,NVIDIA GeForce GTX 1650,Chrome OS,2.38,892,Yes,Yes,SSD
465,Acer,Acer 2 in 1 Convertible 465,Notebook,14.5,"14.5"" 2560x1440",Intel Core i3,8,128GB,NVIDIA GeForce GTX 1660,macOS,1.91,390,No,No,HDD
466,Samsung,Samsung 2 in 1 Convertible 466,Gaming,15.2,"15.2"" 2560x1440",AMD Ryzen 3,8,64GB,AMD Radeon RX 6800M,Linux,2.56,890,Yes,No,HDD
467,MSI,MSI Notebook 467,Notebook,16.3,"16.3"" 2560x1440",AMD Ryzen 3,4,1TB,AMD Radeon RX 6700M,Chrome OS,2.75,562,No,Yes,Hybrid
468,Asus,Asus Workstation 468,Notebook,13.5,"13.5"" 2560x1440",AMD Ryzen 7,32,16GB,NVIDIA GeForce GTX 1660,Windows 10,2.22,1072,No,Yes,HDD
469,Asus,Asus 2 in 1 Convertible 469,Netbook,14.1,"14.1"" 2560x1440",AMD Ryzen 5,8,16GB,Intel HD Graphics,Linux,2.76,231,No,No,HDD
470,Lenovo,Lenovo Netbook 470,Notebook,12.6,"12.6"" 1366x768",Intel Core i9,16,128GB,NVIDIA GeForce RTX 3050,Windows 11,2.41,1168,Yes,Yes,HDD
471,Microsoft,Microsoft Netbook 471,Gaming,15.8,"15.8"" 1920x1080",AMD Ryzen 7,32,2TB,NVIDIA GeForce RTX 3060,Windows 11,3.25,2240,Yes,Yes,SSD
472,Huawei,Huawei Ultrabook 472,Notebook,16.2,"16.2"" 2560x1440",Intel Core i9,32,512GB,NVIDIA GeForce RTX 3080,macOS,2.7,1891,No,No,HDD
473,HP,HP Gaming 473,Gaming,16.9,"16.9"" 3840x2160",AMD Ryzen 7,64,16GB,NVIDIA GeForce GTX 1650,Windows 11,3.38,1840,Yes,No,HDD
474,Apple,Apple Ultrabook 474,Workstation,14.7,"14.7"" 1366x768",Intel Core i5,16,8GB,NVIDIA GeForce RTX 3080,macOS,2.59,3721,Yes,Yes,HDD
475,Microsoft,Microsoft 2 in 1 Convertible 475,Ultrabook,12.7,"12.7"" 2560x1440",AMD Ryzen 3,4,64GB,Intel Iris Xe Graphics,Windows 10,0.82,397,No,No,Hybrid
476,Asus,Asus Notebook 476,Netbook,12.1,"12.1"" 1920x1080",Intel Core i3,32,512GB,NVIDIA GeForce RTX 3060,Windows 10,1.43,620,No,No,HDD
477,Microsoft,Microsoft Notebook 477,Workstation,11.0,"11.0"" 2560x1440",Intel Core i3,32,1TB,AMD Radeon RX 6600M,Linux,1.69,1631,Yes,Yes,Hybrid
478,LG,LG Netbook 478,Workstation,16.8,"16.8"" 2560x1440",AMD Ryzen 5,32,64GB,Intel HD Graphics,macOS,2.06,583,No,No,HDD
479,Huawei,Huawei Ultrabook 479,Gaming,15.1,"15.1"" 1920x1080",Intel Core i9,32,128GB,AMD Radeon RX 6600M,Linux,2.32,1849,Yes,Yes,SSD
480,HP,HP 2 in 1 Convertible 480,Workstation,14.7,"14.7"" 1920x1080",Intel Core i3,64,32GB,Intel Iris Xe Graphics,macOS,1.23,920,Yes,Yes,SSD
481,Lenovo,Lenovo Ultrabook 481,Notebook,15.7,"15.7"" 1920x1080",Intel Core i5,16,512GB,AMD Radeon RX 6800M,Windows 11,2.6,1297,Yes,No,SSD
482,Apple,Apple Notebook 482,Workstation,11.6,"11.6"" 1920x1080",AMD Ryzen 9,64,128GB,AMD Radeon RX 6600M,macOS,2.84,3401,Yes,Yes,SSD
483,Acer,Acer Gaming 483,Gaming,16.4,"16.4"" 3840x2160",Intel Core i7,64,16GB,Intel HD Graphics,Windows 10,2.82,897,Yes,No,HDD
484,Samsung,Samsung 2 in 1 Convertible 484,Workstation,14.9,"14.9"" 1366x768",Intel Core i9,64,8GB,NVIDIA GeForce RTX 3070,Windows 11,2.55,4943,Yes,No,HDD
485,Apple,Apple Netbook 485,Gaming,15.9,"15.9"" 2560x1440",Intel Core i7,8,128GB,NVIDIA GeForce RTX 3050,macOS,2.19,2271,Yes,Yes,HDD
486,HP,HP Ultrabook 486,Ultrabook,12.7,"12.7"" 1920x1080",AMD Ryzen 3,4,512GB,NVIDIA GeForce RTX 3050,Chrome OS,0.86,467,Yes,No,SSD
487,Razer,Razer Netbook 487,Ultrabook,13.8,"13.8"" 2560x1440",AMD Ryzen 3,16,64GB,NVIDIA GeForce RTX 3080,Windows 11,0.96,1711,Yes,No,SSD
488,Samsung,Samsung 2 in 1 Convertible 488,Netbook,15.8,"15.8"" 2560x1440",Intel Core i9,16,128GB,NVIDIA GeForce RTX 3080,Linux,2.84,1416,No,No,HDD
489,Apple,Apple Gaming 489,Netbook,12.7,"12.7"" 1366x768",Intel Core i7,32,512GB,NVIDIA GeForce RTX 3080,macOS,2.65,2810,No,Yes,HDD
490,HP,HP Workstation 490,2 in 1 Convertible,12.8,"12.8"" 1366x768",AMD Ryzen 5,4,256GB,NVIDIA GeForce RTX 3080,Windows 10,1.6,922,Yes,Yes,Hybrid
491,Asus,Asus Notebook 491,2 in 1 Convertible,12.9,"12.9"" 1366x768",AMD Ryzen 7,8,4GB,AMD Radeon RX 6600M,Windows 10,2.41,768,Yes,Yes,SSD
492,Huawei,Huawei Netbook 492,Workstation,11.7,"11.7"" 1366x768",AMD Ryzen 9,64,512GB,NVIDIA GeForce RTX 3050,Windows 11,2.09,2243,Yes,Yes,SSD
493,Razer,Razer Workstation 493,2 in 1 Convertible,14.2,"14.2"" 2560x1440",AMD Ryzen 7,32,512GB,AMD Radeon RX 5500M,Chrome OS,2.22,1704,Yes,No,HDD
494,MSI,MSI 2 in 1 Convertible 494,2 in 1 Convertible,13.8,"13.8"" 1366x768",AMD Ryzen 5,4,32GB,Intel Iris Xe Graphics,Windows 10,3.0,375,Yes,Yes,Hybrid
495,LG,LG Ultrabook 495,Ultrabook,11.6,"11.6"" 1920x1080",Intel Core i5,32,2TB,AMD Radeon RX 6700M,Linux,0.87,1716,Yes,No,Hybrid
496,Lenovo,Lenovo Netbook 496,Netbook,12.9,"12.9"" 1366x768",Intel Core i3,16,32GB,NVIDIA GeForce RTX 3080,Windows 10,1.67,810,No,Yes,SSD
497,HP,HP Netbook 497,2 in 1 Convertible,13.9,"13.9"" 1920x1080",Intel Core i3,8,128GB,NVIDIA GeForce GTX 1650,Windows 10,1.51,478,Yes,No,HDD
498,Huawei,Huawei Workstation 498,Ultrabook,11.1,"11.1"" 1920x1080",Intel Core i5,16,16GB,AMD Radeon RX 6800M,macOS,0.81,1070,No,No,HDD
499,Asus,Asus Notebook 499,Ultrabook,12.5,"12.5"" 1920x1080",Intel Core i3,32,512GB,NVIDIA GeForce GTX 1660,Windows 11,1.16,1041,No,No,SSD
500,MSI,MSI Workstation 500,Gaming,16.2,"16.2"" 2560x1440",AMD Ryzen 9,32,8GB,NVIDIA GeForce RTX 3070,macOS,3.93,4274,Yes,No,HDD
501,HP,HP Gaming 501,Netbook,14.9,"14.9"" 1366x768",AMD Ryzen 9,8,32GB,NVIDIA GeForce RTX 3070,Windows 11,1.62,831,No,Yes,HDD
502,Huawei,Huawei Workstation 502,Gaming,16.8,"16.8"" 1920x1080",AMD Ryzen 7,32,32GB,AMD Radeon RX 5500M,Linux,2.87,905,No,No,SSD
503,Lenovo,Lenovo Netbook 503,Ultrabook,12.0,"12.0"" 1920x1080",Intel Core i5,16,512GB,NVIDIA GeForce RTX 3070,Windows 10,1.42,1549,Yes,No,SSD
504,Acer,Acer Netbook 504,2 in 1 Convertible,12.0,"12.0"" 1366x768",Intel Core i7,4,2TB,AMD Radeon RX 6700M,Chrome OS,1.27,776,Yes,No,HDD
505,Huawei,Huawei Ultrabook 505,Workstation,14.3,"14.3"" 2560x1440",Intel Core i3,16,128GB,NVIDIA GeForce RTX 3070,Chrome OS,1.22,840,Yes,Yes,HDD
506,Acer,Acer Workstation 506,Notebook,11.4,"11.4"" 1366x768",Intel Core i3,8,256GB,AMD Radeon RX 6800M,Chrome OS,1.95,602,No,Yes,Hybrid
507,Samsung,Samsung Gaming 507,Ultrabook,12.3,"12.3"" 1366x768",Intel Core i3,32,2TB,Intel Iris Xe Graphics,Chrome OS,0.92,714,Yes,Yes,HDD
508,LG,LG Workstation 508,Ultrabook,12.9,"12.9"" 1920x1080",AMD Ryzen 3,8,64GB,AMD Radeon RX 6600M,Windows 10,1.3,602,Yes,Yes,SSD
509,LG,LG Notebook 509,Ultrabook,11.3,"11.3"" 2560x1440",AMD Ryzen 9,4,256GB,NVIDIA GeForce GTX 1650,Linux,0.87,615,Yes,No,SSD
510,Samsung,Samsung 2 in 1 Convertible 510,2 in 1 Convertible,14.3,"14.3"" 2560x1440",Intel Core i3,4,256GB,NVIDIA GeForce RTX 3080,Chrome OS,2.37,1043,Yes,No,SSD
511,Huawei,Huawei Workstation 511,Gaming,16.8,"16.8"" 3840x2160",AMD Ryzen 3,16,512GB,NVIDIA GeForce RTX 3060,Windows 11,3.82,729,No,Yes,HDD
512,Acer,Acer Netbook 512,Ultrabook,13.6,"13.6"" 1920x1080",AMD Ryzen 9,4,32GB,Intel Iris Xe Graphics,macOS,1.14,497,No,No,Hybrid
513,Apple,Apple Netbook 513,Notebook,13.0,"13.0"" 1366x768",AMD Ryzen 5,32,128GB,AMD Radeon RX 5500M,macOS,1.42,1052,Yes,No,SSD
514,Asus,Asus Gaming 514,Gaming,15.9,"15.9"" 1920x1080",AMD Ryzen 9,64,1TB,Intel HD Graphics,Chrome OS,2.94,1218,No,No,Hybrid
515,MSI,MSI Netbook 515,Netbook,12.0,"12.0"" 1920x1080",AMD Ryzen 7,8,512GB,NVIDIA GeForce RTX 3050,Linux,1.7,757,No,Yes,HDD
516,Asus,Asus Ultrabook 516,Workstation,16.5,"16.5"" 3840x2160",AMD Ryzen 7,16,4GB,NVIDIA GeForce RTX 3070,Linux,1.99,1448,Yes,No,HDD
517,Asus,Asus Gaming 517,Ultrabook,13.4,"13.4"" 1920x1080",AMD Ryzen 9,4,4GB,NVIDIA GeForce RTX 3050,Linux,1.31,789,No,No,SSD
518,Lenovo,Lenovo Ultrabook 518,Gaming,15.8,"15.8"" 1920x1080",Intel Core i7,64,16GB,NVIDIA GeForce RTX 3070,Windows 10,2.41,3819,Yes,No,HDD
519,Acer,Acer Netbook 519,Workstation,12.6,"12.6"" 1920x1080",Intel Core i9,64,32GB,NVIDIA GeForce RTX 3070,Linux,1.32,3001,No,No,HDD
520,Samsung,Samsung Ultrabook 520,Workstation,12.8,"12.8"" 1920x1080",Intel Core i5,16,128GB,AMD Radeon RX 6600M,Linux,2.93,1119,No,Yes,HDD
521,Huawei,Huawei Ultrabook 521,Workstation,11.3,"11.3"" 1366x768",AMD Ryzen 3,16,32GB,AMD Radeon RX 6600M,Linux,2.32,666,No,No,SSD
522,Samsung,Samsung Netbook 522,Workstation,17.3,"17.3"" 3840x2160",Intel Core i7,64,1TB,NVIDIA GeForce RTX 3050,Windows 10,1.41,2944,No,Yes,SSD
523,MSI,MSI Ultrabook 523,Notebook,12.2,"12.2"" 1920x1080",AMD Ryzen 9,32,32GB,AMD Radeon RX 6700M,Windows 11,2.32,1834,Yes,No,SSD
524,LG,LG Notebook 524,Netbook,14.4,"14.4"" 1920x1080",AMD Ryzen 3,32,32GB,AMD Radeon RX 6600M,Linux,1.09,543,No,No,HDD
525,Acer,Acer Gaming 525,Notebook,11.1,"11.1"" 1920x1080",AMD Ryzen 9,4,8GB,AMD Radeon RX 6800M,Linux,2.34,901,No,No,HDD
526,Acer,Acer 2 in 1 Convertible 526,Gaming,15.3,"15.3"" 1920x1080",AMD Ryzen 5,64,64GB,NVIDIA GeForce RTX 3060,macOS,2.1,1567,No,No,HDD
527,Lenovo,Lenovo Ultrabook 527,Workstation,15.9,"15.9"" 3840x2160",Intel Core i5,128,256GB,NVIDIA GeForce RTX 3050,Windows 10,1.7,2369,Yes,No,SSD
528,LG,LG Workstation 528,Workstation,17.2,"17.2"" 2560x1440",AMD Ryzen 7,64,32GB,NVIDIA GeForce RTX 3070,Windows 11,2.34,3585,No,No,HDD
529,Razer,Razer 2 in 1 Convertible 529,2 in 1 Convertible,12.0,"12.0"" 1920x1080",AMD Ryzen 9,4,512GB,NVIDIA GeForce GTX 1660,Chrome OS,1.71,1250,Yes,No,HDD
530,Acer,Acer Netbook 530,Workstation,11.5,"11.5"" 2560x1440",AMD Ryzen 9,16,64GB,NVIDIA GeForce RTX 3060,Chrome OS,2.5,1470,No,Yes,SSD
531,MSI,MSI Workstation 531,Workstation,15.2,"15.2"" 3840x2160",AMD Ryzen 3,16,2TB,NVIDIA GeForce RTX 3060,Chrome OS,2.09,1040,Yes,Yes,Hybrid
532,LG,LG Ultrabook 532,2 in 1 Convertible,14.0,"14.0"" 2560x1440",Intel Core i3,32,32GB,NVIDIA GeForce RTX 3080,Windows 10,2.0,1478,Yes,Yes,HDD
533,LG,LG Ultrabook 533,Workstation,16.3,"16.3"" 2560x1440",AMD Ryzen 5,128,512GB,NVIDIA GeForce GTX 1660,Windows 10,2.85,1961,No,Yes,SSD
534,Microsoft,Microsoft Ultrabook 534,2 in 1 Convertible,13.6,"13.6"" 1366x768",AMD Ryzen 5,8,128GB,AMD Radeon RX 6600M,Windows 10,2.1,900,Yes,Yes,SSD
535,Asus,Asus Netbook 535,Netbook,14.2,"14.2"" 2560x1440",Intel Core i3,8,4GB,NVIDIA GeForce RTX 3060,Chrome OS,2.55,406,No,Yes,HDD
536,MSI,MSI 2 in 1 Convertible 536,Notebook,17.1,"17.1"" 3840x2160",AMD Ryzen 3,8,32GB,NVIDIA GeForce GTX 1650,Windows 10,2.55,425,No,No,Hybrid
537,MSI,MSI Notebook 537,Workstation,16.7,"16.7"" 2560x1440",AMD Ryzen 9,16,2TB,NVIDIA GeForce RTX 3070,Chrome OS,2.1,2484,No,Yes,SSD
538,HP,HP Notebook 538,Notebook,14.0,"14.0"" 2560x1440",AMD Ryzen 7,4,256GB,AMD Radeon RX 6800M,Chrome OS,1.39,929,Yes,No,Hybrid
539,MSI,MSI 2 in 1 Convertible 539,Gaming,16.5,"16.5"" 2560x1440",Intel Core i9,64,64GB,NVIDIA GeForce RTX 3050,macOS,2.16,4467,No,Yes,HDD
540,Lenovo,Lenovo 2 in 1 Convertible 540,Ultrabook,12.3,"12.3"" 1366x768",Intel Core i3,8,32GB,AMD Radeon RX 6800M,Windows 10,1.38,903,Yes,Yes,Hybrid
541,Apple,Apple Gaming 541,Gaming,16.1,"16.1"" 2560x1440",Intel Core i9,64,32GB,AMD Radeon RX 6600M,macOS,2.88,4695,No,Yes,Hybrid
542,Acer,Acer Notebook 542,Notebook,12.1,"12.1"" 1366x768",AMD Ryzen 7,16,8GB,Intel HD Graphics,Linux,2.07,459,No,No,SSD
543,Microsoft,Microsoft Notebook 543,Workstation,12.2,"12.2"" 1920x1080",AMD Ryzen 5,16,2TB,NVIDIA GeForce RTX 3070,Linux,1.09,1702,Yes,Yes,SSD
544,Asus,Asus Notebook 544,Workstation,16.9,"16.9"" 2560x1440",Intel Core i9,64,4GB,Intel HD Graphics,macOS,1.62,1528,Yes,Yes,SSD
545,Lenovo,Lenovo Gaming 545,Netbook,14.2,"14.2"" 1366x768",AMD Ryzen 9,16,16GB,NVIDIA GeForce GTX 1660,Chrome OS,2.79,769,Yes,Yes,SSD
546,Huawei,Huawei Netbook 546,Notebook,15.5,"15.5"" 3840x2160",AMD Ryzen 3,32,8GB,AMD Radeon RX 6700M,Chrome OS,1.27,632,No,Yes,SSD
547,Microsoft,Microsoft Netbook 547,Ultrabook,12.8,"12.8"" 1366x768",AMD Ryzen 7,32,256GB,NVIDIA GeForce RTX 3070,Windows 10,0.96,2962,No,No,SSD
548,Samsung,Samsung Notebook 548,2 in 1 Convertible,14.7,"14.7"" 2560x1440",Intel Core i3,16,2TB,NVIDIA GeForce RTX 3050,Windows 11,2.51,941,Yes,Yes,Hybrid
549,LG,LG Workstation 549,Workstation,11.8,"11.8"" 1920x1080",Intel Core i5,16,4GB,NVIDIA GeForce RTX 3060,Windows 10,1.52,1502,Yes,No,HDD
550,HP,HP Netbook 550,Ultrabook,11.3,"11.3"" 1920x1080",AMD Ryzen 5,16,2TB,AMD Radeon RX 6800M,Windows 10,0.98,1541,Yes,No,SSD
551,Lenovo,Lenovo Notebook 551,Notebook,11.2,"11.2"" 2560x1440",Intel Core i5,4,2TB,NVIDIA GeForce GTX 1650,Chrome OS,1.31,394,Yes,Yes,Hybrid
552,HP,HP Netbook 552,Workstation,15.7,"15.7"" 2560x1440",AMD Ryzen 3,16,1TB,AMD Radeon RX 5500M,Linux,1.86,680,Yes,Yes,SSD
553,Huawei,Huawei Notebook 553,Workstation,15.7,"15.7"" 1920x1080",AMD Ryzen 3,16,512GB,AMD Radeon RX 6800M,Windows 10,1.1,833,Yes,Yes,Hybrid
554,Asus,Asus Workstation 554,2 in 1 Convertible,13.0,"13.0"" 1920x1080",Intel Core i3,32,512GB,NVIDIA GeForce GTX 1650,Chrome OS,2.84,651,Yes,No,Hybrid
555,Samsung,Samsung Workstation 555,2 in 1 Convertible,15.1,"15.1"" 3840x2160",Intel Core i3,4,128GB,AMD Radeon RX 6800M,Linux,1.69,823,Yes,Yes,HDD
556,Apple,Apple Gaming 556,Netbook,11.5,"11.5"" 2560x1440",AMD Ryzen 3,16,8GB,NVIDIA GeForce RTX 3080,macOS,2.37,1255,Yes,No,HDD
557,Asus,Asus Gaming 557,Workstation,14.9,"14.9"" 2560x1440",Intel Core i7,16,128GB,Intel Iris Xe Graphics,Linux,1.85,813,No,Yes,HDD
558,Dell,Dell Netbook 558,Workstation,15.4,"15.4"" 3840x2160",AMD Ryzen 5,64,8GB,AMD Radeon RX 6600M,Chrome OS,2.7,1469,No,Yes,Hybrid
559,MSI,MSI Workstation 559,Gaming,15.2,"15.2"" 2560x1440",Intel Core i7,16,32GB,AMD Radeon RX 5500M,Linux,3.71,1209,No,No,SSD
560,Razer,Razer Workstation 560,Workstation,14.3,"14.3"" 2560x1440",Intel Core i7,16,32GB,NVIDIA GeForce RTX 3060,Windows 10,1.71,2804,Yes,Yes,Hybrid
561,Huawei,Huawei Notebook 561,Workstation,11.9,"11.9"" 1920x1080",AMD Ryzen 5,16,16GB,NVIDIA GeForce RTX 3060,Windows 10,2.7,861,No,Yes,HDD
562,Dell,Dell Gaming 562,2 in 1 Convertible,15.5,"15.5"" 3840x2160",AMD Ryzen 9,32,2TB,Intel Iris Xe Graphics,macOS,2.42,1234,Yes,No,Hybrid
563,MSI,MSI Workstation 563,2 in 1 Convertible,13.8,"13.8"" 1366x768",Intel Core i9,8,32GB,NVIDIA GeForce RTX 3060,Chrome OS,2.43,2005,Yes,Yes,Hybrid
564,Samsung,Samsung 2 in 1 Convertible 564,Netbook,15.2,"15.2"" 2560x1440",AMD Ryzen 5,8,32GB,NVIDIA GeForce RTX 3060,Windows 10,1.71,648,No,Yes,HDD
565,Apple,Apple Netbook 565,2 in 1 Convertible,13.8,"13.8"" 1366x768",AMD Ryzen 5,32,32GB,Intel Iris Xe Graphics,macOS,1.1,1063,Yes,No,SSD
566,Razer,Razer Workstation 566,Notebook,13.0,"13.0"" 1920x1080",AMD Ryzen 5,4,1TB,NVIDIA GeForce GTX 1660,macOS,2.91,618,No,No,SSD
567,Microsoft,Microsoft Notebook 567,2 in 1 Convertible,14.3,"14.3"" 1920x1080",AMD Ryzen 7,32,128GB,Intel Iris Xe Graphics,Chrome OS,2.71,994,Yes,No,Hybrid
568,LG,LG 2 in 1 Convertible 568,Netbook,17.0,"17.0"" 1920x1080",Intel Core i3,4,1TB,NVIDIA GeForce RTX 3070,Windows 10,2.86,461,No,Yes,Hybrid
569,HP,HP Gaming 569,Netbook,13.0,"13.0"" 2560x1440",Intel Core i3,8,256GB,NVIDIA GeForce RTX 3050,Windows 11,2.87,393,No,No,Hybrid
570,Acer,Acer Ultrabook 570,2 in 1 Convertible,13.9,"13.9"" 1920x1080",Intel Core i7,4,16GB,NVIDIA GeForce RTX 3080,Linux,1.08,1084,Yes,No,HDD
571,Microsoft,Microsoft Workstation 571,Notebook,12.3,"12.3"" 1366x768",AMD Ryzen 5,4,256GB,Intel Iris Xe Graphics,Windows 11,1.31,466,Yes,No,Hybrid
572,MSI,MSI Notebook 572,Notebook,17.2,"17.2"" 2560x1440",AMD Ryzen 3,16,64GB,NVIDIA GeForce GTX 1650,macOS,1.78,634,Yes,No,SSD
573,HP,HP Workstation 573,2 in 1 Convertible,14.6,"14.6"" 1920x1080",AMD Ryzen 9,16,128GB,AMD Radeon RX 6800M,Windows 11,2.31,2019,Yes,Yes,HDD
574,LG,LG Notebook 574,Ultrabook,11.5,"11.5"" 1920x1080",AMD Ryzen 7,4,8GB,NVIDIA GeForce GTX 1660,Linux,1.0,709,No,No,SSD
575,Acer,Acer 2 in 1 Convertible 575,Workstation,16.7,"16.7"" 2560x1440",AMD Ryzen 9,32,32GB,NVIDIA GeForce GTX 1650,Chrome OS,2.64,1549,No,Yes,Hybrid
576,Razer,Razer Gaming 576,Notebook,12.3,"12.3"" 2560x1440",Intel Core i5,8,1TB,Intel HD Graphics,Windows 11,1.42,402,Yes,No,HDD
577,Razer,Razer Gaming 577,Gaming,16.3,"16.3"" 1920x1080",Intel Core i7,64,32GB,NVIDIA GeForce RTX 3070,Linux,2.09,4722,Yes,Yes,Hybrid
578,Acer,Acer Workstation 578,Gaming,16.4,"16.4"" 1920x1080",AMD Ryzen 3,8,512GB,AMD Radeon RX 6700M,Linux,2.85,737,Yes,No,HDD
579,LG,LG 2 in 1 Convertible 579,Workstation,16.0,"16.0"" 3840x2160",AMD Ryzen 9,32,512GB,NVIDIA GeForce RTX 3080,Linux,2.57,3816,Yes,No,Hybrid
580,LG,LG Gaming 580,2 in 1 Convertible,12.6,"12.6"" 1920x1080",AMD Ryzen 9,4,1TB,NVIDIA GeForce GTX 1650,macOS,2.56,804,Yes,No,Hybrid
581,MSI,MSI Netbook 581,Gaming,15.6,"15.6"" 3840x2160",Intel Core i3,8,32GB,AMD Radeon RX 6700M,Windows 11,2.56,1065,No,Yes,HDD
582,Razer,Razer Gaming 582,Notebook,13.8,"13.8"" 1920x1080",Intel Core i5,8,512GB,NVIDIA GeForce RTX 3060,Windows 10,2.02,1228,No,No,HDD
583,Microsoft,Microsoft Gaming 583,Ultrabook,12.6,"12.6"" 1920x1080",AMD Ryzen 5,32,512GB,AMD Radeon RX 6600M,Chrome OS,0.92,1598,No,Yes,Hybrid
584,Asus,Asus Gaming 584,Netbook,16.9,"16.9"" 1920x1080",AMD Ryzen 7,32,512GB,NVIDIA GeForce GTX 1660,macOS,1.11,615,No,No,HDD
585,Lenovo,Lenovo Gaming 585,Netbook,16.4,"16.4"" 2560x1440",AMD Ryzen 7,32,4GB,Intel Iris Xe Graphics,macOS,2.65,462,No,Yes,HDD
